epoch,train_loss,valid_loss,accuracy,time
0,1.496922492980957,1.541633129119873,0.6039999723434448,02:48
1,1.259448528289795,1.5619128942489624,0.6200000047683716,01:32
2,1.1190423965454102,1.109452486038208,0.7720000147819519,00:59
3,0.9977416396141052,1.2414535284042358,0.6800000071525574,00:59
4,0.8560672998428345,0.867225170135498,0.8579999804496765,00:58
