epoch,train_loss,valid_loss,accuracy,time
0,1.4866124391555786,1.6129517555236816,0.5479999780654907,01:06
1,1.2180570363998413,1.529203176498413,0.6060000061988831,01:00
2,1.084066390991211,1.024074912071228,0.7979999780654907,01:00
3,1.0221205949783325,1.106203317642212,0.7799999713897705,00:57
4,0.8445936441421509,0.8689119219779968,0.8700000047683716,00:58
